,Np,Vp,Tpr,alpha_ratio,VGSE_x,VGSE_y,VGSE_z,VGSM_x,VGSM_y,VGSM_z
2017-10-11 03:31:00,14.4876,376.42,81370.8,0.0313,-375.722,-21.418,-7.961,-375.722,-24.538,-2.784
2017-10-11 03:32:00,14.8926,377.82,85772.9,0.034,-377.215,-19.547,-8.676,-377.215,-23.02,-4.07
2017-10-11 03:33:00,14.2924,377.88,79426.3,0.0333,-377.297,-19.68,-7.128,-377.297,-22.631,-2.553
2017-10-11 03:34:00,14.6359,378.63,83438.8,0.0322,-378.112,-18.204,-7.639,-378.112,-21.418,-3.517
2017-10-11 03:35:00,13.8458,377.9,88529.6,0.0345,-377.331,-19.586,-6.868,-377.331,-22.463,-2.312
2017-10-11 03:36:00,13.698,378.99,90023.4,0.032,-378.511,-17.777,-6.721,-378.511,-20.716,-2.772
2017-10-11 03:37:00,14.7188,379.81,85080.3,0.0314,-379.273,-18.545,-7.776,-379.273,-21.799,-3.491
2017-10-11 03:38:00,15.6545,381.91,87062.0,0.0286,-381.259,-20.34,-8.964,-381.259,-23.897,-3.986
2017-10-11 03:39:00,14.8239,380.51,87564.5,0.0275,-379.984,-18.933,-6.46,-379.984,-21.727,-2.095
2017-10-11 03:40:00,14.5889,376.43,80253.5,0.0278,-375.75,-20.853,-8.636,-375.75,-24.278,-3.472
2017-10-11 03:41:00,14.3463,379.18,89530.2,0.0305,-378.6,-19.997,-6.454,-378.6,-22.732,-1.699
2017-10-11 03:42:00,13.7241,380.99,86331.2,0.0294,-380.477,-17.778,-8.722,-380.477,-21.428,-4.575
2017-10-11 03:43:00,,,,,,,,,,
2017-10-11 03:44:00,14.734,378.55,83815.3,0.0295,-378.199,-14.422,-7.694,-378.199,-17.928,-4.747
2017-10-11 03:45:00,14.0615,383.93,75499.4,0.0317,-383.34,-20.353,-6.463,-383.34,-23.08,-1.541
2017-10-11 03:46:00,14.2534,381.39,84188.4,0.035,-380.694,-22.343,-5.763,-380.694,-24.71,-0.183
